uavsar_path,flood_mask_path,valid_pixel_fraction,assumed_flood_fraction,label_type,height,width,scene_name
tiles/drought_SMAPdr_27006_12116/tile_00029.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00029.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00030.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00030.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00031.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00031.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00032.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00032.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00033.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00033.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00034.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00034.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00035.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00035.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00036.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00036.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00037.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00037.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00038.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00038.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00039.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00039.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00040.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00040.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00041.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00041.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00042.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00042.tif,0.9489898681640624,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00043.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00043.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00044.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00044.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00045.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00045.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00046.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00046.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00047.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00047.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00048.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00048.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00049.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00049.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00050.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00050.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00051.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00051.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00052.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00052.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00053.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00053.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00054.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00054.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27006_12116/tile_00055.tif,drought_augmentation/generated_masks/drought_SMAPdr_27006_12116/tile_00055.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27006_12116
tiles/drought_SMAPdr_27007_12113/tile_00000.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00000.tif,0.7325592041015625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00001.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00001.tif,0.7824249267578125,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00002.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00002.tif,0.784576416015625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00003.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00003.tif,0.7862396240234375,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00004.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00004.tif,0.7905426025390625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00005.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00005.tif,0.8119049072265625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00006.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00006.tif,0.839141845703125,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00007.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00007.tif,0.8360748291015625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00008.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00008.tif,0.8514251708984375,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00009.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00009.tif,0.8574981689453125,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00010.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00010.tif,0.8713836669921875,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00011.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00011.tif,0.88677978515625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00012.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00012.tif,0.902252197265625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00013.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00013.tif,0.9062957763671876,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00014.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00014.tif,0.9745635986328124,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00015.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00015.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00016.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00016.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00017.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00017.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00018.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00018.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00019.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00019.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00020.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00020.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00021.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00021.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00022.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00022.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00023.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00023.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00024.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00024.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00025.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00025.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00026.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00026.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00027.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00027.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00028.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00028.tif,0.9765625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00029.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00029.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00030.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00030.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00031.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00031.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00032.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00032.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00033.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00033.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00034.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00034.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00035.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00035.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00036.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00036.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00037.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00037.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00038.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00038.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00039.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00039.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00040.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00040.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00041.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00041.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00042.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00042.tif,0.974853515625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00043.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00043.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00044.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00044.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00045.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00045.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00046.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00046.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00047.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00047.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00048.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00048.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00049.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00049.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00050.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00050.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00051.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00051.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00052.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00052.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00053.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00053.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00054.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00054.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27007_12113/tile_00055.tif,drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00055.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27007_12113
tiles/drought_SMAPdr_27008_12117/tile_00000.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00000.tif,0.70098876953125,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00001.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00001.tif,0.778472900390625,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00002.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00002.tif,0.7767333984375,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00003.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00003.tif,0.8072052001953125,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00004.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00004.tif,0.8160858154296875,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00005.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00005.tif,0.8073577880859375,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00006.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00006.tif,0.8115081787109375,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00007.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00007.tif,0.829559326171875,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00008.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00008.tif,0.8436126708984375,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00009.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00009.tif,0.8836212158203125,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00010.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00010.tif,0.894378662109375,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00011.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00011.tif,0.89971923828125,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00012.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00012.tif,0.908294677734375,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00013.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00013.tif,0.9404296875,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00014.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00014.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00015.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00015.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
tiles/drought_SMAPdr_27008_12117/tile_00016.tif,drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00016.tif,1.0,0.0,assumed_negative_drought,256,256,drought_SMAPdr_27008_12117
