csv_path,relative_to_split_root,condition,fold,split,row_index,event,source_fp,uavsar_path,flood_mask_path,sar_exists,mask_exists,sar_ext,mask_ext
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,12,florence,unknown,2025_Tile_Data/UAVSAR/tile_12_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_12_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,13,florence,unknown,2025_Tile_Data/UAVSAR/tile_13_49.tif,2025_Tile_Data/flood_change_mask_tiles/tile_13_49.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,14,florence,unknown,2025_Tile_Data/UAVSAR/tile_13_50.tif,2025_Tile_Data/flood_change_mask_tiles/tile_13_50.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,15,florence,unknown,2025_Tile_Data/UAVSAR/tile_13_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_13_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,16,florence,unknown,2025_Tile_Data/UAVSAR/tile_13_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_13_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,17,florence,unknown,2025_Tile_Data/UAVSAR/tile_14_49.tif,2025_Tile_Data/flood_change_mask_tiles/tile_14_49.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,18,florence,unknown,2025_Tile_Data/UAVSAR/tile_14_50.tif,2025_Tile_Data/flood_change_mask_tiles/tile_14_50.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,19,florence,unknown,2025_Tile_Data/UAVSAR/tile_14_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_14_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,20,florence,unknown,2025_Tile_Data/UAVSAR/tile_14_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_14_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,21,florence,unknown,2025_Tile_Data/UAVSAR/tile_15_49.tif,2025_Tile_Data/flood_change_mask_tiles/tile_15_49.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,22,florence,unknown,2025_Tile_Data/UAVSAR/tile_15_50.tif,2025_Tile_Data/flood_change_mask_tiles/tile_15_50.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,23,florence,unknown,2025_Tile_Data/UAVSAR/tile_15_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_15_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,24,florence,unknown,2025_Tile_Data/UAVSAR/tile_15_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_15_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,25,florence,unknown,2025_Tile_Data/UAVSAR/tile_15_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_15_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,26,florence,unknown,2025_Tile_Data/UAVSAR/tile_16_50.tif,2025_Tile_Data/flood_change_mask_tiles/tile_16_50.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,27,florence,unknown,2025_Tile_Data/UAVSAR/tile_16_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_16_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,28,florence,unknown,2025_Tile_Data/UAVSAR/tile_16_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_16_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,29,florence,unknown,2025_Tile_Data/UAVSAR/tile_16_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_16_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,30,florence,unknown,2025_Tile_Data/UAVSAR/tile_17_50.tif,2025_Tile_Data/flood_change_mask_tiles/tile_17_50.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,31,florence,unknown,2025_Tile_Data/UAVSAR/tile_17_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_17_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,32,florence,unknown,2025_Tile_Data/UAVSAR/tile_17_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_17_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,33,florence,unknown,2025_Tile_Data/UAVSAR/tile_17_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_17_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,34,florence,unknown,2025_Tile_Data/UAVSAR/tile_18_50.tif,2025_Tile_Data/flood_change_mask_tiles/tile_18_50.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,35,florence,unknown,2025_Tile_Data/UAVSAR/tile_18_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_18_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,36,florence,unknown,2025_Tile_Data/UAVSAR/tile_18_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_18_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,37,florence,unknown,2025_Tile_Data/UAVSAR/tile_18_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_18_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,38,florence,unknown,2025_Tile_Data/UAVSAR/tile_18_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_18_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,39,florence,unknown,2025_Tile_Data/UAVSAR/tile_19_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_19_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,40,florence,unknown,2025_Tile_Data/UAVSAR/tile_19_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_19_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,41,florence,unknown,2025_Tile_Data/UAVSAR/tile_19_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_19_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,42,florence,unknown,2025_Tile_Data/UAVSAR/tile_19_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_19_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,43,florence,unknown,2025_Tile_Data/UAVSAR/tile_20_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_20_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,44,florence,unknown,2025_Tile_Data/UAVSAR/tile_20_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_20_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,45,florence,unknown,2025_Tile_Data/UAVSAR/tile_20_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_20_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,46,florence,unknown,2025_Tile_Data/UAVSAR/tile_20_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_20_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,47,florence,unknown,2025_Tile_Data/UAVSAR/tile_21_51.tif,2025_Tile_Data/flood_change_mask_tiles/tile_21_51.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,48,florence,unknown,2025_Tile_Data/UAVSAR/tile_21_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_21_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,49,florence,unknown,2025_Tile_Data/UAVSAR/tile_21_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_21_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,50,florence,unknown,2025_Tile_Data/UAVSAR/tile_21_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_21_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,51,florence,unknown,2025_Tile_Data/UAVSAR/tile_21_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_21_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,52,florence,unknown,2025_Tile_Data/UAVSAR/tile_22_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_22_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,53,florence,unknown,2025_Tile_Data/UAVSAR/tile_22_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_22_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,54,florence,unknown,2025_Tile_Data/UAVSAR/tile_22_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_22_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,55,florence,unknown,2025_Tile_Data/UAVSAR/tile_22_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_22_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,56,florence,unknown,2025_Tile_Data/UAVSAR/tile_23_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_23_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,57,florence,unknown,2025_Tile_Data/UAVSAR/tile_23_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_23_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,58,florence,unknown,2025_Tile_Data/UAVSAR/tile_23_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_23_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,59,florence,unknown,2025_Tile_Data/UAVSAR/tile_23_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_23_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,60,florence,unknown,2025_Tile_Data/UAVSAR/tile_24_52.tif,2025_Tile_Data/flood_change_mask_tiles/tile_24_52.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,61,florence,unknown,2025_Tile_Data/UAVSAR/tile_24_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_24_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,62,florence,unknown,2025_Tile_Data/UAVSAR/tile_24_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_24_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,63,florence,unknown,2025_Tile_Data/UAVSAR/tile_24_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_24_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,64,florence,unknown,2025_Tile_Data/UAVSAR/tile_24_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_24_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,65,florence,unknown,2025_Tile_Data/UAVSAR/tile_25_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_25_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,66,florence,unknown,2025_Tile_Data/UAVSAR/tile_25_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_25_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,67,florence,unknown,2025_Tile_Data/UAVSAR/tile_25_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_25_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,68,florence,unknown,2025_Tile_Data/UAVSAR/tile_25_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_25_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,69,florence,unknown,2025_Tile_Data/UAVSAR/tile_26_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_26_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,70,florence,unknown,2025_Tile_Data/UAVSAR/tile_26_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_26_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,71,florence,unknown,2025_Tile_Data/UAVSAR/tile_26_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_26_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,72,florence,unknown,2025_Tile_Data/UAVSAR/tile_26_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_26_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,73,florence,unknown,2025_Tile_Data/UAVSAR/tile_27_53.tif,2025_Tile_Data/flood_change_mask_tiles/tile_27_53.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,74,florence,unknown,2025_Tile_Data/UAVSAR/tile_27_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_27_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,75,florence,unknown,2025_Tile_Data/UAVSAR/tile_27_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_27_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,76,florence,unknown,2025_Tile_Data/UAVSAR/tile_27_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_27_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,77,florence,unknown,2025_Tile_Data/UAVSAR/tile_27_57.tif,2025_Tile_Data/flood_change_mask_tiles/tile_27_57.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,78,florence,unknown,2025_Tile_Data/UAVSAR/tile_28_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_28_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,79,florence,unknown,2025_Tile_Data/UAVSAR/tile_28_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_28_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,80,florence,unknown,2025_Tile_Data/UAVSAR/tile_28_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_28_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,81,florence,unknown,2025_Tile_Data/UAVSAR/tile_28_57.tif,2025_Tile_Data/flood_change_mask_tiles/tile_28_57.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,82,florence,unknown,2025_Tile_Data/UAVSAR/tile_29_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_29_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,83,florence,unknown,2025_Tile_Data/UAVSAR/tile_29_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_29_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,84,florence,unknown,2025_Tile_Data/UAVSAR/tile_29_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_29_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,85,florence,unknown,2025_Tile_Data/UAVSAR/tile_29_57.tif,2025_Tile_Data/flood_change_mask_tiles/tile_29_57.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,86,florence,unknown,2025_Tile_Data/UAVSAR/tile_30_54.tif,2025_Tile_Data/flood_change_mask_tiles/tile_30_54.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,87,florence,unknown,2025_Tile_Data/UAVSAR/tile_30_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_30_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,88,florence,unknown,2025_Tile_Data/UAVSAR/tile_30_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_30_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,89,florence,unknown,2025_Tile_Data/UAVSAR/tile_30_57.tif,2025_Tile_Data/flood_change_mask_tiles/tile_30_57.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,90,florence,unknown,2025_Tile_Data/UAVSAR/tile_30_58.tif,2025_Tile_Data/flood_change_mask_tiles/tile_30_58.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,91,florence,unknown,2025_Tile_Data/UAVSAR/tile_31_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_31_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,92,florence,unknown,2025_Tile_Data/UAVSAR/tile_31_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_31_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,93,florence,unknown,2025_Tile_Data/UAVSAR/tile_31_57.tif,2025_Tile_Data/flood_change_mask_tiles/tile_31_57.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,94,florence,unknown,2025_Tile_Data/UAVSAR/tile_31_58.tif,2025_Tile_Data/flood_change_mask_tiles/tile_31_58.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,95,florence,unknown,2025_Tile_Data/UAVSAR/tile_32_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_32_55.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,96,florence,unknown,2025_Tile_Data/UAVSAR/tile_32_56.tif,2025_Tile_Data/flood_change_mask_tiles/tile_32_56.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,97,florence,unknown,2025_Tile_Data/UAVSAR/tile_32_57.tif,2025_Tile_Data/flood_change_mask_tiles/tile_32_57.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,98,florence,unknown,2025_Tile_Data/UAVSAR/tile_32_58.tif,2025_Tile_Data/flood_change_mask_tiles/tile_32_58.tif,True,True,.tif,.tif
training/fine_tune_csvs/no_overlap_converted/held_out_fp1_test.csv,held_out_fp1_test.csv,florence_only,fp1,test,99,florence,unknown,2025_Tile_Data/UAVSAR/tile_33_55.tif,2025_Tile_Data/flood_change_mask_tiles/tile_33_55.tif,True,True,.tif,.tif
