sample_id,flight_path,tile_name,uavsar_path,flood_mask_path,land_cover_mask_path,has_flood_mask,has_land_cover_mask,tile_name_appears_in_multiple_flight_paths,flight_paths_with_same_tile_name,in_ieee_cd_png,in_ieee_lcc_png,included_in_ieee_png_filtered_dataset
fp6_tile_44_40,fp6,tile_44_40.tif,fp6_lee7_tiles/tile_44_40.tif,flood_change_mask_tiles/tile_44_40.tif,land_cover_mask_tiles/tile_44_40.tif,True,True,True,fp3;fp6,True,True,True
fp4_tile_30_23,fp4,tile_30_23.tif,fp4_lee7_tiles/tile_30_23.tif,flood_change_mask_tiles/tile_30_23.tif,land_cover_mask_tiles/tile_30_23.tif,True,True,True,fp4;fp6,True,True,True
fp6_tile_30_23,fp6,tile_30_23.tif,fp6_lee7_tiles/tile_30_23.tif,flood_change_mask_tiles/tile_30_23.tif,land_cover_mask_tiles/tile_30_23.tif,True,True,True,fp4;fp6,True,True,True
fp7_tile_22_63,fp7,tile_22_63.tif,fp7_lee7_tiles/tile_22_63.tif,flood_change_mask_tiles/tile_22_63.tif,land_cover_mask_tiles/tile_22_63.tif,True,True,False,fp7,True,True,True
fp3_tile_40_43,fp3,tile_40_43.tif,fp3_lee7_tiles/tile_40_43.tif,flood_change_mask_tiles/tile_40_43.tif,land_cover_mask_tiles/tile_40_43.tif,True,True,False,fp3,True,True,True
fp3_tile_31_32,fp3,tile_31_32.tif,fp3_lee7_tiles/tile_31_32.tif,flood_change_mask_tiles/tile_31_32.tif,land_cover_mask_tiles/tile_31_32.tif,True,True,False,fp3,True,True,True
fp3_tile_23_25,fp3,tile_23_25.tif,fp3_lee7_tiles/tile_23_25.tif,flood_change_mask_tiles/tile_23_25.tif,land_cover_mask_tiles/tile_23_25.tif,True,True,False,fp3,True,True,True
fp3_tile_29_28,fp3,tile_29_28.tif,fp3_lee7_tiles/tile_29_28.tif,flood_change_mask_tiles/tile_29_28.tif,land_cover_mask_tiles/tile_29_28.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_29_28,fp6,tile_29_28.tif,fp6_lee7_tiles/tile_29_28.tif,flood_change_mask_tiles/tile_29_28.tif,land_cover_mask_tiles/tile_29_28.tif,True,True,True,fp3;fp6,True,True,True
fp2_tile_33_48,fp2,tile_33_48.tif,fp2_lee7_tiles/tile_33_48.tif,flood_change_mask_tiles/tile_33_48.tif,land_cover_mask_tiles/tile_33_48.tif,True,True,False,fp2,True,True,True
fp4_tile_31_25,fp4,tile_31_25.tif,fp4_lee7_tiles/tile_31_25.tif,flood_change_mask_tiles/tile_31_25.tif,land_cover_mask_tiles/tile_31_25.tif,True,True,True,fp4;fp6,True,True,True
fp6_tile_31_25,fp6,tile_31_25.tif,fp6_lee7_tiles/tile_31_25.tif,flood_change_mask_tiles/tile_31_25.tif,land_cover_mask_tiles/tile_31_25.tif,True,True,True,fp4;fp6,True,True,True
fp4_tile_46_31,fp4,tile_46_31.tif,fp4_lee7_tiles/tile_46_31.tif,flood_change_mask_tiles/tile_46_31.tif,land_cover_mask_tiles/tile_46_31.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_46_31,fp5,tile_46_31.tif,fp5_lee7_tiles/tile_46_31.tif,flood_change_mask_tiles/tile_46_31.tif,land_cover_mask_tiles/tile_46_31.tif,True,True,True,fp4;fp5,True,True,True
fp7_tile_27_69,fp7,tile_27_69.tif,fp7_lee7_tiles/tile_27_69.tif,flood_change_mask_tiles/tile_27_69.tif,land_cover_mask_tiles/tile_27_69.tif,True,True,False,fp7,True,True,True
fp3_tile_40_41,fp3,tile_40_41.tif,fp3_lee7_tiles/tile_40_41.tif,flood_change_mask_tiles/tile_40_41.tif,land_cover_mask_tiles/tile_40_41.tif,True,True,False,fp3,True,True,True
fp4_tile_38_25,fp4,tile_38_25.tif,fp4_lee7_tiles/tile_38_25.tif,flood_change_mask_tiles/tile_38_25.tif,land_cover_mask_tiles/tile_38_25.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_38_25,fp5,tile_38_25.tif,fp5_lee7_tiles/tile_38_25.tif,flood_change_mask_tiles/tile_38_25.tif,land_cover_mask_tiles/tile_38_25.tif,True,True,True,fp4;fp5,True,True,True
fp7_tile_17_60,fp7,tile_17_60.tif,fp7_lee7_tiles/tile_17_60.tif,flood_change_mask_tiles/tile_17_60.tif,land_cover_mask_tiles/tile_17_60.tif,True,True,False,fp7,True,True,True
fp5_tile_39_24,fp5,tile_39_24.tif,fp5_lee7_tiles/tile_39_24.tif,flood_change_mask_tiles/tile_39_24.tif,land_cover_mask_tiles/tile_39_24.tif,True,True,False,fp5,True,True,True
fp4_tile_36_26,fp4,tile_36_26.tif,fp4_lee7_tiles/tile_36_26.tif,flood_change_mask_tiles/tile_36_26.tif,land_cover_mask_tiles/tile_36_26.tif,True,True,False,fp4,True,True,True
fp4_tile_48_33,fp4,tile_48_33.tif,fp4_lee7_tiles/tile_48_33.tif,flood_change_mask_tiles/tile_48_33.tif,land_cover_mask_tiles/tile_48_33.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_48_33,fp5,tile_48_33.tif,fp5_lee7_tiles/tile_48_33.tif,flood_change_mask_tiles/tile_48_33.tif,land_cover_mask_tiles/tile_48_33.tif,True,True,True,fp4;fp5,True,True,True
fp7_tile_28_67,fp7,tile_28_67.tif,fp7_lee7_tiles/tile_28_67.tif,flood_change_mask_tiles/tile_28_67.tif,land_cover_mask_tiles/tile_28_67.tif,True,True,False,fp7,True,True,True
fp5_tile_41_23,fp5,tile_41_23.tif,fp5_lee7_tiles/tile_41_23.tif,flood_change_mask_tiles/tile_41_23.tif,land_cover_mask_tiles/tile_41_23.tif,True,True,False,fp5,True,True,True
fp4_tile_36_25,fp4,tile_36_25.tif,fp4_lee7_tiles/tile_36_25.tif,flood_change_mask_tiles/tile_36_25.tif,land_cover_mask_tiles/tile_36_25.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_36_25,fp5,tile_36_25.tif,fp5_lee7_tiles/tile_36_25.tif,flood_change_mask_tiles/tile_36_25.tif,land_cover_mask_tiles/tile_36_25.tif,True,True,True,fp4;fp5,True,True,True
fp3_tile_31_34,fp3,tile_31_34.tif,fp3_lee7_tiles/tile_31_34.tif,flood_change_mask_tiles/tile_31_34.tif,land_cover_mask_tiles/tile_31_34.tif,True,True,False,fp3,True,True,True
fp3_tile_43_39,fp3,tile_43_39.tif,fp3_lee7_tiles/tile_43_39.tif,flood_change_mask_tiles/tile_43_39.tif,land_cover_mask_tiles/tile_43_39.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_43_39,fp6,tile_43_39.tif,fp6_lee7_tiles/tile_43_39.tif,flood_change_mask_tiles/tile_43_39.tif,land_cover_mask_tiles/tile_43_39.tif,True,True,True,fp3;fp6,True,True,True
fp2_tile_45_46,fp2,tile_45_46.tif,fp2_lee7_tiles/tile_45_46.tif,flood_change_mask_tiles/tile_45_46.tif,land_cover_mask_tiles/tile_45_46.tif,True,True,True,fp2;fp3,True,True,True
fp3_tile_45_46,fp3,tile_45_46.tif,fp3_lee7_tiles/tile_45_46.tif,flood_change_mask_tiles/tile_45_46.tif,land_cover_mask_tiles/tile_45_46.tif,True,True,True,fp2;fp3,True,True,True
fp4_tile_30_18,fp4,tile_30_18.tif,fp4_lee7_tiles/tile_30_18.tif,flood_change_mask_tiles/tile_30_18.tif,land_cover_mask_tiles/tile_30_18.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_30_18,fp5,tile_30_18.tif,fp5_lee7_tiles/tile_30_18.tif,flood_change_mask_tiles/tile_30_18.tif,land_cover_mask_tiles/tile_30_18.tif,True,True,True,fp4;fp5,True,True,True
fp7_tile_21_60,fp7,tile_21_60.tif,fp7_lee7_tiles/tile_21_60.tif,flood_change_mask_tiles/tile_21_60.tif,land_cover_mask_tiles/tile_21_60.tif,True,True,False,fp7,True,True,True
fp5_tile_35_18,fp5,tile_35_18.tif,fp5_lee7_tiles/tile_35_18.tif,flood_change_mask_tiles/tile_35_18.tif,land_cover_mask_tiles/tile_35_18.tif,True,True,False,fp5,True,True,True
fp7_tile_24_66,fp7,tile_24_66.tif,fp7_lee7_tiles/tile_24_66.tif,flood_change_mask_tiles/tile_24_66.tif,land_cover_mask_tiles/tile_24_66.tif,True,True,False,fp7,True,True,True
fp7_tile_30_68,fp7,tile_30_68.tif,fp7_lee7_tiles/tile_30_68.tif,flood_change_mask_tiles/tile_30_68.tif,land_cover_mask_tiles/tile_30_68.tif,True,True,False,fp7,True,True,True
fp7_tile_18_58,fp7,tile_18_58.tif,fp7_lee7_tiles/tile_18_58.tif,flood_change_mask_tiles/tile_18_58.tif,land_cover_mask_tiles/tile_18_58.tif,True,True,False,fp7,True,True,True
fp7_tile_20_60,fp7,tile_20_60.tif,fp7_lee7_tiles/tile_20_60.tif,flood_change_mask_tiles/tile_20_60.tif,land_cover_mask_tiles/tile_20_60.tif,True,True,False,fp7,True,True,True
fp3_tile_37_38,fp3,tile_37_38.tif,fp3_lee7_tiles/tile_37_38.tif,flood_change_mask_tiles/tile_37_38.tif,land_cover_mask_tiles/tile_37_38.tif,True,True,False,fp3,True,True,True
fp2_tile_41_47,fp2,tile_41_47.tif,fp2_lee7_tiles/tile_41_47.tif,flood_change_mask_tiles/tile_41_47.tif,land_cover_mask_tiles/tile_41_47.tif,True,True,False,fp2,True,True,True
fp4_tile_44_31,fp4,tile_44_31.tif,fp4_lee7_tiles/tile_44_31.tif,flood_change_mask_tiles/tile_44_31.tif,land_cover_mask_tiles/tile_44_31.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_44_31,fp5,tile_44_31.tif,fp5_lee7_tiles/tile_44_31.tif,flood_change_mask_tiles/tile_44_31.tif,land_cover_mask_tiles/tile_44_31.tif,True,True,True,fp4;fp5,True,True,True
fp4_tile_43_32,fp4,tile_43_32.tif,fp4_lee7_tiles/tile_43_32.tif,flood_change_mask_tiles/tile_43_32.tif,land_cover_mask_tiles/tile_43_32.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_43_32,fp5,tile_43_32.tif,fp5_lee7_tiles/tile_43_32.tif,flood_change_mask_tiles/tile_43_32.tif,land_cover_mask_tiles/tile_43_32.tif,True,True,True,fp4;fp5,True,True,True
fp3_tile_28_28,fp3,tile_28_28.tif,fp3_lee7_tiles/tile_28_28.tif,flood_change_mask_tiles/tile_28_28.tif,land_cover_mask_tiles/tile_28_28.tif,True,True,False,fp3,True,True,True
fp3_tile_30_30,fp3,tile_30_30.tif,fp3_lee7_tiles/tile_30_30.tif,flood_change_mask_tiles/tile_30_30.tif,land_cover_mask_tiles/tile_30_30.tif,True,True,False,fp3,True,True,True
fp6_tile_46_39,fp6,tile_46_39.tif,fp6_lee7_tiles/tile_46_39.tif,flood_change_mask_tiles/tile_46_39.tif,land_cover_mask_tiles/tile_46_39.tif,True,True,False,fp6,True,True,True
fp4_tile_27_18,fp4,tile_27_18.tif,fp4_lee7_tiles/tile_27_18.tif,flood_change_mask_tiles/tile_27_18.tif,land_cover_mask_tiles/tile_27_18.tif,True,True,True,fp4;fp6,True,True,True
fp6_tile_27_18,fp6,tile_27_18.tif,fp6_lee7_tiles/tile_27_18.tif,flood_change_mask_tiles/tile_27_18.tif,land_cover_mask_tiles/tile_27_18.tif,True,True,True,fp4;fp6,True,True,True
fp4_tile_35_23,fp4,tile_35_23.tif,fp4_lee7_tiles/tile_35_23.tif,flood_change_mask_tiles/tile_35_23.tif,land_cover_mask_tiles/tile_35_23.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_35_23,fp5,tile_35_23.tif,fp5_lee7_tiles/tile_35_23.tif,flood_change_mask_tiles/tile_35_23.tif,land_cover_mask_tiles/tile_35_23.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_49_31,fp5,tile_49_31.tif,fp5_lee7_tiles/tile_49_31.tif,flood_change_mask_tiles/tile_49_31.tif,land_cover_mask_tiles/tile_49_31.tif,True,True,False,fp5,True,True,True
fp6_tile_41_36,fp6,tile_41_36.tif,fp6_lee7_tiles/tile_41_36.tif,flood_change_mask_tiles/tile_41_36.tif,land_cover_mask_tiles/tile_41_36.tif,True,True,False,fp6,True,True,True
fp3_tile_43_41,fp3,tile_43_41.tif,fp3_lee7_tiles/tile_43_41.tif,flood_change_mask_tiles/tile_43_41.tif,land_cover_mask_tiles/tile_43_41.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_43_41,fp6,tile_43_41.tif,fp6_lee7_tiles/tile_43_41.tif,flood_change_mask_tiles/tile_43_41.tif,land_cover_mask_tiles/tile_43_41.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_45_39,fp6,tile_45_39.tif,fp6_lee7_tiles/tile_45_39.tif,flood_change_mask_tiles/tile_45_39.tif,land_cover_mask_tiles/tile_45_39.tif,True,True,False,fp6,True,True,True
fp7_tile_24_64,fp7,tile_24_64.tif,fp7_lee7_tiles/tile_24_64.tif,flood_change_mask_tiles/tile_24_64.tif,land_cover_mask_tiles/tile_24_64.tif,True,True,False,fp7,True,True,True
fp6_tile_36_31,fp6,tile_36_31.tif,fp6_lee7_tiles/tile_36_31.tif,flood_change_mask_tiles/tile_36_31.tif,land_cover_mask_tiles/tile_36_31.tif,True,True,False,fp6,True,True,True
fp3_tile_25_25,fp3,tile_25_25.tif,fp3_lee7_tiles/tile_25_25.tif,flood_change_mask_tiles/tile_25_25.tif,land_cover_mask_tiles/tile_25_25.tif,True,True,False,fp3,True,True,True
fp4_tile_45_31,fp4,tile_45_31.tif,fp4_lee7_tiles/tile_45_31.tif,flood_change_mask_tiles/tile_45_31.tif,land_cover_mask_tiles/tile_45_31.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_45_31,fp5,tile_45_31.tif,fp5_lee7_tiles/tile_45_31.tif,flood_change_mask_tiles/tile_45_31.tif,land_cover_mask_tiles/tile_45_31.tif,True,True,True,fp4;fp5,True,True,True
fp4_tile_42_30,fp4,tile_42_30.tif,fp4_lee7_tiles/tile_42_30.tif,flood_change_mask_tiles/tile_42_30.tif,land_cover_mask_tiles/tile_42_30.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_42_30,fp5,tile_42_30.tif,fp5_lee7_tiles/tile_42_30.tif,flood_change_mask_tiles/tile_42_30.tif,land_cover_mask_tiles/tile_42_30.tif,True,True,True,fp4;fp5,True,True,True
fp3_tile_36_38,fp3,tile_36_38.tif,fp3_lee7_tiles/tile_36_38.tif,flood_change_mask_tiles/tile_36_38.tif,land_cover_mask_tiles/tile_36_38.tif,True,True,False,fp3,True,True,True
fp3_tile_26_26,fp3,tile_26_26.tif,fp3_lee7_tiles/tile_26_26.tif,flood_change_mask_tiles/tile_26_26.tif,land_cover_mask_tiles/tile_26_26.tif,True,True,False,fp3,True,True,True
fp3_tile_34_31,fp3,tile_34_31.tif,fp3_lee7_tiles/tile_34_31.tif,flood_change_mask_tiles/tile_34_31.tif,land_cover_mask_tiles/tile_34_31.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_34_31,fp6,tile_34_31.tif,fp6_lee7_tiles/tile_34_31.tif,flood_change_mask_tiles/tile_34_31.tif,land_cover_mask_tiles/tile_34_31.tif,True,True,True,fp3;fp6,True,True,True
fp4_tile_31_24,fp4,tile_31_24.tif,fp4_lee7_tiles/tile_31_24.tif,flood_change_mask_tiles/tile_31_24.tif,land_cover_mask_tiles/tile_31_24.tif,True,True,True,fp4;fp6,True,True,True
fp6_tile_31_24,fp6,tile_31_24.tif,fp6_lee7_tiles/tile_31_24.tif,flood_change_mask_tiles/tile_31_24.tif,land_cover_mask_tiles/tile_31_24.tif,True,True,True,fp4;fp6,True,True,True
fp3_tile_41_37,fp3,tile_41_37.tif,fp3_lee7_tiles/tile_41_37.tif,flood_change_mask_tiles/tile_41_37.tif,land_cover_mask_tiles/tile_41_37.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_41_37,fp6,tile_41_37.tif,fp6_lee7_tiles/tile_41_37.tif,flood_change_mask_tiles/tile_41_37.tif,land_cover_mask_tiles/tile_41_37.tif,True,True,True,fp3;fp6,True,True,True
fp4_tile_44_35,fp4,tile_44_35.tif,fp4_lee7_tiles/tile_44_35.tif,flood_change_mask_tiles/tile_44_35.tif,land_cover_mask_tiles/tile_44_35.tif,True,True,True,fp4;fp6,True,True,True
fp6_tile_44_35,fp6,tile_44_35.tif,fp6_lee7_tiles/tile_44_35.tif,flood_change_mask_tiles/tile_44_35.tif,land_cover_mask_tiles/tile_44_35.tif,True,True,True,fp4;fp6,True,True,True
fp2_tile_36_47,fp2,tile_36_47.tif,fp2_lee7_tiles/tile_36_47.tif,flood_change_mask_tiles/tile_36_47.tif,land_cover_mask_tiles/tile_36_47.tif,True,True,False,fp2,True,True,True
fp4_tile_39_30,fp4,tile_39_30.tif,fp4_lee7_tiles/tile_39_30.tif,flood_change_mask_tiles/tile_39_30.tif,land_cover_mask_tiles/tile_39_30.tif,True,True,True,fp4;fp6,True,True,True
fp6_tile_39_30,fp6,tile_39_30.tif,fp6_lee7_tiles/tile_39_30.tif,flood_change_mask_tiles/tile_39_30.tif,land_cover_mask_tiles/tile_39_30.tif,True,True,True,fp4;fp6,True,True,True
fp3_tile_26_23,fp3,tile_26_23.tif,fp3_lee7_tiles/tile_26_23.tif,flood_change_mask_tiles/tile_26_23.tif,land_cover_mask_tiles/tile_26_23.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_26_23,fp6,tile_26_23.tif,fp6_lee7_tiles/tile_26_23.tif,flood_change_mask_tiles/tile_26_23.tif,land_cover_mask_tiles/tile_26_23.tif,True,True,True,fp3;fp6,True,True,True
fp7_tile_18_60,fp7,tile_18_60.tif,fp7_lee7_tiles/tile_18_60.tif,flood_change_mask_tiles/tile_18_60.tif,land_cover_mask_tiles/tile_18_60.tif,True,True,False,fp7,True,True,True
fp4_tile_40_26,fp4,tile_40_26.tif,fp4_lee7_tiles/tile_40_26.tif,flood_change_mask_tiles/tile_40_26.tif,land_cover_mask_tiles/tile_40_26.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_40_26,fp5,tile_40_26.tif,fp5_lee7_tiles/tile_40_26.tif,flood_change_mask_tiles/tile_40_26.tif,land_cover_mask_tiles/tile_40_26.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_47_30,fp5,tile_47_30.tif,fp5_lee7_tiles/tile_47_30.tif,flood_change_mask_tiles/tile_47_30.tif,land_cover_mask_tiles/tile_47_30.tif,True,True,False,fp5,True,True,True
fp3_tile_25_26,fp3,tile_25_26.tif,fp3_lee7_tiles/tile_25_26.tif,flood_change_mask_tiles/tile_25_26.tif,land_cover_mask_tiles/tile_25_26.tif,True,True,False,fp3,True,True,True
fp2_tile_26_45,fp2,tile_26_45.tif,fp2_lee7_tiles/tile_26_45.tif,flood_change_mask_tiles/tile_26_45.tif,land_cover_mask_tiles/tile_26_45.tif,True,True,False,fp2,True,True,True
fp7_tile_31_71,fp7,tile_31_71.tif,fp7_lee7_tiles/tile_31_71.tif,flood_change_mask_tiles/tile_31_71.tif,land_cover_mask_tiles/tile_31_71.tif,True,True,False,fp7,True,True,True
fp4_tile_37_31,fp4,tile_37_31.tif,fp4_lee7_tiles/tile_37_31.tif,flood_change_mask_tiles/tile_37_31.tif,land_cover_mask_tiles/tile_37_31.tif,True,True,True,fp4;fp6,True,True,True
fp6_tile_37_31,fp6,tile_37_31.tif,fp6_lee7_tiles/tile_37_31.tif,flood_change_mask_tiles/tile_37_31.tif,land_cover_mask_tiles/tile_37_31.tif,True,True,True,fp4;fp6,True,True,True
fp4_tile_42_36,fp4,tile_42_36.tif,fp4_lee7_tiles/tile_42_36.tif,flood_change_mask_tiles/tile_42_36.tif,land_cover_mask_tiles/tile_42_36.tif,True,True,True,fp4;fp6,True,True,True
fp6_tile_42_36,fp6,tile_42_36.tif,fp6_lee7_tiles/tile_42_36.tif,flood_change_mask_tiles/tile_42_36.tif,land_cover_mask_tiles/tile_42_36.tif,True,True,True,fp4;fp6,True,True,True
fp3_tile_38_34,fp3,tile_38_34.tif,fp3_lee7_tiles/tile_38_34.tif,flood_change_mask_tiles/tile_38_34.tif,land_cover_mask_tiles/tile_38_34.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_38_34,fp6,tile_38_34.tif,fp6_lee7_tiles/tile_38_34.tif,flood_change_mask_tiles/tile_38_34.tif,land_cover_mask_tiles/tile_38_34.tif,True,True,True,fp3;fp6,True,True,True
fp2_tile_47_46,fp2,tile_47_46.tif,fp2_lee7_tiles/tile_47_46.tif,flood_change_mask_tiles/tile_47_46.tif,land_cover_mask_tiles/tile_47_46.tif,True,True,False,fp2,True,True,True
fp3_tile_35_37,fp3,tile_35_37.tif,fp3_lee7_tiles/tile_35_37.tif,flood_change_mask_tiles/tile_35_37.tif,land_cover_mask_tiles/tile_35_37.tif,True,True,False,fp3,True,True,True
fp4_tile_45_33,fp4,tile_45_33.tif,fp4_lee7_tiles/tile_45_33.tif,flood_change_mask_tiles/tile_45_33.tif,land_cover_mask_tiles/tile_45_33.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_45_33,fp5,tile_45_33.tif,fp5_lee7_tiles/tile_45_33.tif,flood_change_mask_tiles/tile_45_33.tif,land_cover_mask_tiles/tile_45_33.tif,True,True,True,fp4;fp5,True,True,True
fp5_tile_40_25,fp5,tile_40_25.tif,fp5_lee7_tiles/tile_40_25.tif,flood_change_mask_tiles/tile_40_25.tif,land_cover_mask_tiles/tile_40_25.tif,True,True,False,fp5,True,True,True
fp2_tile_45_47,fp2,tile_45_47.tif,fp2_lee7_tiles/tile_45_47.tif,flood_change_mask_tiles/tile_45_47.tif,land_cover_mask_tiles/tile_45_47.tif,True,True,True,fp2;fp3,True,True,True
fp3_tile_45_47,fp3,tile_45_47.tif,fp3_lee7_tiles/tile_45_47.tif,flood_change_mask_tiles/tile_45_47.tif,land_cover_mask_tiles/tile_45_47.tif,True,True,True,fp2;fp3,True,True,True
fp3_tile_27_28,fp3,tile_27_28.tif,fp3_lee7_tiles/tile_27_28.tif,flood_change_mask_tiles/tile_27_28.tif,land_cover_mask_tiles/tile_27_28.tif,True,True,False,fp3,True,True,True
fp3_tile_39_38,fp3,tile_39_38.tif,fp3_lee7_tiles/tile_39_38.tif,flood_change_mask_tiles/tile_39_38.tif,land_cover_mask_tiles/tile_39_38.tif,True,True,True,fp3;fp6,True,True,True
fp6_tile_39_38,fp6,tile_39_38.tif,fp6_lee7_tiles/tile_39_38.tif,flood_change_mask_tiles/tile_39_38.tif,land_cover_mask_tiles/tile_39_38.tif,True,True,True,fp3;fp6,True,True,True
fp7_tile_15_59,fp7,tile_15_59.tif,fp7_lee7_tiles/tile_15_59.tif,flood_change_mask_tiles/tile_15_59.tif,land_cover_mask_tiles/tile_15_59.tif,True,True,False,fp7,True,True,True
fp3_tile_32_32,fp3,tile_32_32.tif,fp3_lee7_tiles/tile_32_32.tif,flood_change_mask_tiles/tile_32_32.tif,land_cover_mask_tiles/tile_32_32.tif,True,True,False,fp3,True,True,True
fp2_tile_19_46,fp2,tile_19_46.tif,fp2_lee7_tiles/tile_19_46.tif,flood_change_mask_tiles/tile_19_46.tif,land_cover_mask_tiles/tile_19_46.tif,True,True,False,fp2,True,True,True
fp3_tile_36_37,fp3,tile_36_37.tif,fp3_lee7_tiles/tile_36_37.tif,flood_change_mask_tiles/tile_36_37.tif,land_cover_mask_tiles/tile_36_37.tif,True,True,False,fp3,True,True,True
